PID;Year Built;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Remod/Add;1st Flr SF;2nd Flr SF;3Ssn Porch;Central Air;Enclosed Porch;Exter Cond;Exter Qual;Exterior 1st;Exterior 2nd;Fireplace Qu;Gr Liv Area;Heating QC;Kitchen AbvGr;Kitchen Qual;Low Qual Fin SF;MS SubClass;MS Zoning;Mas Vnr Area;Mas Vnr Type;Open Porch SF;Paved Drive;Roof Matl;Roof Style;Screen Porch;TotRms AbvGrd;Wood Deck SF;electrical;fence;fireplaces;foundation;functional;heating;Sale_Date;Sale Type;Sale Condition;saleprice;saleDate;Mo_Sold;Yr_Sold;Bsmt Full Bath;Bsmt Half Bath;Bedroom;Bsmt Unf SF;Bsmt Cond;Bsmt Half Bath_1;BsmtFin Type 1;BsmtFin Type 2;Total Bsmt SF;Bsmt Exposure;Bsmt Full Bath_1;Bsmt Qual;BsmtFin SF 2;BsmtFin SF 1;Garage Cond;Garage Type;Garage Yr Blt;Garage Cars;Garage Qual;Garage Finish;Garage Area;Misc Feature;Misc Val;Pool QC;Pool Area
535450220;1948;60;11664;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1Story;6;5;1950;1082;0;0;Y;0;3;3;MetalSd;MetalSd;Gd;1082;3;1;3;0;20;6;206;BrkFace;130;Y;CompShg;Gable  ;0;5;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,19519E+12;WD   ;Normal ;119200;2007/11/16 00:00:00.000;11;2007;1;0;2;746;Fa;0;BLQ;Unf;1082;No;0;TA;0;336;TA;Detchd;1948;1;TA;Unf;240;;;;
535450310;1949;78;10496;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;6;6;1950;1168;678;0;Y;0;3;3;Wd Sdng;Wd Sdng;Gd;1846;1;1;3;0;50;6;320;BrkFace;0;Y;CompShg;Gable  ;0;7;0;SBrkr;GdWo ;1;CBlock;Typ ;GasA ;1,16884E+12;WD   ;Normal ;143000;2007/01/15 00:00:00.000;1;2007;0;0;0;844;TA;0;Rec;Unf;1040;Mn;0;TA;0;196;TA;Attchd;1949;1;TA;Unf;315;;;;
535450310;1949;78;10496;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;6;6;1950;1168;678;0;Y;0;3;3;Wd Sdng;Wd Sdng;Gd;1846;1;1;3;0;50;6;320;BrkFace;0;Y;CompShg;Gable  ;0;7;0;SBrkr;GdWo ;1;CBlock;Typ ;GasA ;1,16884E+12;WD   ;Normal ;143000;2007/01/15 00:00:00.000;1;2007;2;0;3;844;TA;0;Rec;Unf;1040;Mn;0;TA;0;196;TA;Attchd;1949;1;TA;Unf;315;;;;
535451010;1953;74;8892;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;1996;910;0;0;Y;150;3;2;WdShing;Wd Shng;NA;910;2;1;2;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;5;196;SBrkr;GdWo ;0;Stone ;Typ ;GasA ;1,22465E+12;WD   ;Normal ;116000;2008/10/22 00:00:00.000;10;2008;1;0;3;105;TA;0;Unf;Unf;105;Av;0;TA;0;0;TA;Attchd;1953;2;TA;Unf;414;;;;
535451040;1950;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;1950;988;0;0;Y;0;3;3;MetalSd;MetalSd;NA;988;3;1;3;0;20;6;0;None   ;80;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,17981E+12;WD   ;Normal ;119000;2007/05/22 00:00:00.000;5;2007;1;0;3;246;TA;0;BLQ;Rec;876;No;0;TA;96;534;TA;Attchd;1950;1;TA;Unf;276;;;;
535451050;1951;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;1951;876;0;0;Y;0;3;3;MetalSd;MetalSd;TA;876;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;5;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,20374E+12;WD   ;Abnorml;94000;2008/02/23 00:00:00.000;2;2008;1;0;2;444;TA;0;LwQ;Unf;876;No;0;Fa;0;432;TA;Detchd;1972;2;TA;Unf;576;;;;
535451100;1950;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;3;1950;1238;0;0;Y;0;3;3;WdShing;Wd Shng;TA;1238;4;1;3;0;20;6;0;None   ;171;Y;CompShg;Gable  ;0;6;0;FuseA;NA   ;1;CBlock;Min2;GasA ;1,19553E+12;WD   ;Normal ;102000;2007/11/20 00:00:00.000;11;2007;1;1;3;432;TA;0;LwQ;Unf;864;No;0;TA;0;432;TA;Attchd;1950;1;TA;Unf;357;;;;
535451110;1950;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;8;2002;864;0;0;Y;0;3;3;VinylSd;VinylSd;NA;864;2;1;2;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;5;194;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,18422E+12;WD   ;Normal ;129000;2007/07/12 00:00:00.000;7;2007;1;0;3;317;TA;0;ALQ;BLQ;864;No;1;TA;149;398;TA;Detchd;1980;2;TA;RFn;720;;;;
535451250;1950;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1.5Fin;5;4;1982;1136;768;0;Y;168;3;3;VinylSd;Wd Sdng;NA;1904;2;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;7;0;FuseA;GdPrv;0;CBlock;Min1;GasA ;1,24297E+12;WD   ;Normal ;138000;2009/05/22 00:00:00.000;5;2009;1;1;1;676;TA;0;Rec;BLQ;1208;No;1;TA;352;180;TA;Attchd;1950;1;TA;Unf;240;;;;
535451250;1950;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1.5Fin;5;4;1982;1136;768;0;Y;168;3;3;VinylSd;Wd Sdng;NA;1904;2;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;7;0;FuseA;GdPrv;0;CBlock;Min1;GasA ;1,24297E+12;WD   ;Normal ;138000;2009/05/22 00:00:00.000;5;2009;0;0;2;676;TA;0;Rec;BLQ;1208;No;1;TA;352;180;TA;Attchd;1950;1;TA;Unf;240;;;;
535452060;1960;70;7000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;2002;1134;0;0;Y;0;3;3;Wd Sdng;Wd Sdng;NA;1134;1;1;3;0;20;6;45;BrkFace;16;Y;CompShg;Gable  ;0;6;0;SBrkr;MnWw ;0;CBlock;Typ ;GasA ;1,17696E+12;WD   ;Family ;135000;2007/04/19 00:00:00.000;4;2007;1;0;2;422;TA;0;Rec;Unf;1010;No;0;TA;0;588;TA;Attchd;1960;1;TA;RFn;254;;;;
535452090;1958;71;7350;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;6;1958;1041;0;0;Y;0;3;3;BrkFace;BrkFace;NA;1041;2;1;3;0;20;6;0;None   ;0;Y;CompShg;Hip    ;0;6;0;SBrkr;GdWo ;0;CBlock;Typ ;GasA ;1,23744E+12;WD   ;Normal ;128000;2009/03/19 00:00:00.000;3;2009;1;0;3;1041;TA;0;Unf;Unf;1041;No;0;TA;0;0;TA;Attchd;1958;1;TA;RFn;294;;;;
535452100;1958;70;7560;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;6;1965;1339;0;0;Y;0;3;3;BrkFace;Plywood;NA;1339;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Hip    ;0;6;0;SBrkr;MnPrv;0;CBlock;Min1;GasA ;1,24202E+12;COD  ;Abnorml;139000;2009/05/11 00:00:00.000;5;2009;1;0;3;525;TA;0;LwQ;Unf;1029;No;0;TA;0;504;TA;Attchd;1958;1;TA;Unf;294;;;;
535452120;1960;70;7910;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;SLvl  ;5;5;1960;1507;0;0;Y;0;3;3;BrkFace;HdBoard;NA;1507;2;1;3;0;80;6;0;None   ;0;Y;CompShg;Hip    ;0;7;0;SBrkr;GdWo ;0;CBlock;Maj1;GasA ;1,21947E+12;WD   ;Normal ;127000;2008/08/23 00:00:00.000;8;2008;2;0;4;409;TA;0;ALQ;Unf;1075;No;0;TA;0;666;TA;Basment;1960;1;TA;Unf;404;;;;
535452140;1952;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;1952;732;0;0;Y;0;2;3;MetalSd;MetalSd;NA;732;3;1;3;0;20;6;0;None   ;68;Y;CompShg;Gable  ;0;4;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,25411E+12;WD   ;Normal ;118900;2009/09/28 00:00:00.000;9;2009;1;0;2;0;Gd;0;ALQ;BLQ;732;No;1;TA;102;630;TA;Detchd;1952;1;TA;Unf;240;;;;
535453020;1959;80;8000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;6;1959;1256;0;0;Y;0;3;3;BrkFace;Wd Sdng;NA;1256;2;1;2;0;20;6;0;None   ;240;Y;CompShg;Gable  ;0;6;0;FuseA;NA   ;0;PConc ;Typ ;GasA ;1,211E+12;WD   ;Normal ;159000;2008/05/17 00:00:00.000;5;2008;1;1;3;292;TA;0;BLQ;Rec;1256;No;1;TA;488;476;TA;Attchd;1959;1;TA;RFn;311;;;;
535453040;1962;80;8000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;5;1962;1027;0;0;Y;0;3;3;BrkFace;MetalSd;NA;1027;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,22768E+12;WD   ;Normal ;125900;2008/11/26 00:00:00.000;11;2008;1;0;3;188;TA;1;BLQ;Rec;1027;No;0;TA;319;520;TA;Attchd;1962;1;TA;Unf;299;;;;
535453070;1959;75;7500;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;1994;1246;0;0;Y;0;3;3;BrkFace;BrkFace;NA;1246;1;1;2;0;20;6;0;None   ;0;Y;CompShg;Hip    ;0;6;218;SBrkr;GdPrv;0;CBlock;Typ ;GasA ;1,27485E+12;WD   ;Normal ;154000;2010/05/26 00:00:00.000;5;2010;1;1;3;0;TA;0;LwQ;Rec;1246;No;1;TA;906;340;TA;Attchd;1959;1;TA;RFn;305;;;;
535453080;1959;               ;7500;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;2003;1040;0;0;Y;0;3;3;BrkFace;BrkFace;NA;1040;1;1;2;0;20;6;0;None   ;0;Y;CompShg;Hip    ;0;6;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,18456E+12;WD   ;Normal ;152000;2007/07/16 00:00:00.000;7;2007;1;0;3;466;TA;0;GLQ;Unf;1040;No;1;TA;0;574;TA;Attchd;1959;1;TA;RFn;286;;;;
535453100;1959;80;8000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;SLvl  ;5;5;1959;1183;0;0;Y;0;3;3;BrkFace;Plywood;NA;1183;3;1;3;0;80;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;SBrkr;GdWo ;0;CBlock;Typ ;GasA ;1,24867E+12;WD   ;Normal ;138000;2009/07/27 00:00:00.000;7;2009;1;0;3;0;TA;0;GLQ;Rec;528;Av;1;Gd;95;433;TA;Attchd;1959;1;TA;RFn;288;;;;
535453150;1958;70;7315;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;6;1958;1170;0;0;Y;0;3;3;BrkFace;BrkFace;TA;1170;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Hip    ;225;6;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,17385E+12;WD   ;Normal ;140000;2007/03/14 00:00:00.000;3;2007;1;0;3;545;TA;1;Rec;Unf;1170;No;0;TA;0;625;TA;Attchd;1958;1;TA;RFn;338;;;;
535453160;1959;70;7560;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;5;1959;1040;0;0;Y;252;3;3;BrkFace;Wd Sdng;NA;1040;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;6;140;FuseA;GdWo ;0;CBlock;Typ ;GasA ;1,15277E+12;WD   ;Normal ;133700;2006/07/13 00:00:00.000;7;2006;1;0;3;671;TA;0;LwQ;Unf;1040;No;0;TA;0;369;TA;Attchd;1959;1;TA;RFn;286;;;;
535453180;1960;70;7903;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;5;1960;1242;0;0;Y;0;3;3;BrkFace;BrkFace;NA;1242;2;1;3;0;20;6;0;None   ;0;Y;CompShg;Hip    ;0;6;0;FuseA;NA   ;0;CBlock;Typ ;GasA ;1,17903E+12;WD   ;Family ;152000;2007/05/13 00:00:00.000;5;2007;1;1;3;503;TA;0;Rec;Unf;1242;No;1;TA;0;739;TA;Attchd;1960;1;TA;RFn;324;;;;
535453200;1959;70;7931;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;5;1959;1148;0;0;Y;0;3;3;BrkFace;Plywood;NA;1148;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Hip    ;0;6;0;SBrkr;GdPrv;0;CBlock;Typ ;GasA ;1,24858E+12;WD   ;Normal ;132500;2009/07/26 00:00:00.000;7;2009;1;0;3;0;TA;0;BLQ;Unf;1148;No;1;TA;0;1148;TA;Attchd;1959;1;TA;Unf;672;;;;
535453210;1960;70;7931;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;6;1960;1269;0;0;Y;0;3;3;BrkFace;Wd Sdng;Fa;1269;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;FuseA;NA   ;1;CBlock;Typ ;GasA ;1,21446E+12;WD   ;Normal ;155000;2008/06/26 00:00:00.000;6;2008;1;1;3;363;TA;0;BLQ;LwQ;1269;No;0;TA;532;374;TA;Detchd;1964;1;TA;Unf;308;;;;
535454070;1952;71;8520;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;5;4;1952;910;475;0;Y;0;4;3;BrkFace;Wd Sdng;NA;1385;4;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;SBrkr;MnPrv;0;CBlock;Typ ;GasA ;1,27623E+12;WD   ;Normal ;166000;2010/06/11 00:00:00.000;6;2010;1;0;1;403;TA;0;Rec;Unf;910;No;0;TA;0;507;TA;Detchd;2000;2;TA;Unf;720;;;;
535454070;1952;71;8520;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;5;4;1952;910;475;0;Y;0;4;3;BrkFace;Wd Sdng;NA;1385;4;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;SBrkr;MnPrv;0;CBlock;Typ ;GasA ;1,27623E+12;WD   ;Normal ;166000;2010/06/11 00:00:00.000;6;2010;1;0;3;403;TA;0;Rec;Unf;910;No;0;TA;0;507;TA;Detchd;2000;2;TA;Unf;720;;;;
535454100;1949;60;10800;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;4;7;1996;832;629;0;Y;0;3;3;MetalSd;MetalSd;NA;1461;3;1;3;0;50;6;0;None   ;204;Y;CompShg;Gable  ;0;6;0;FuseF;NA   ;0;CBlock;Typ ;GasA ;1,25135E+12;WD   ;Normal ;133500;2009/08/27 00:00:00.000;8;2009;0;0;1;832;TA;0;Unf;Unf;832;No;0;TA;0;0;TA;Detchd;1949;1;TA;Unf;384;;;;
535454100;1949;60;10800;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;4;7;1996;832;629;0;Y;0;3;3;MetalSd;MetalSd;NA;1461;3;1;3;0;50;6;0;None   ;204;Y;CompShg;Gable  ;0;6;0;FuseF;NA   ;0;CBlock;Typ ;GasA ;1,25135E+12;WD   ;Normal ;133500;2009/08/27 00:00:00.000;8;2009;2;0;3;832;TA;0;Unf;Unf;832;No;0;TA;0;0;TA;Detchd;1949;1;TA;Unf;384;;;;
535454150;1948;60;8064;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;6;6;1950;819;501;0;Y;0;3;3;Wd Sdng;Wd Sdng;NA;1320;1;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;5;108;SBrkr;GdWo ;0;CBlock;Typ ;GasA ;1,22128E+12;WD   ;Normal ;138000;2008/09/13 00:00:00.000;9;2008;0;0;1;453;TA;0;ALQ;Unf;768;No;0;TA;0;315;TA;Detchd;1994;2;TA;Unf;576;;;;
535454150;1948;60;8064;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;6;6;1950;819;501;0;Y;0;3;3;Wd Sdng;Wd Sdng;NA;1320;1;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;5;108;SBrkr;GdWo ;0;CBlock;Typ ;GasA ;1,22128E+12;WD   ;Normal ;138000;2008/09/13 00:00:00.000;9;2008;2;0;2;453;TA;0;ALQ;Unf;768;No;0;TA;0;315;TA;Detchd;1994;2;TA;Unf;576;;;;
535454160;1948;60;8064;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;6;7;1994;1064;0;0;Y;0;3;3;MetalSd;MetalSd;NA;1495;3;1;3;431;50;6;0;None   ;36;Y;CompShg;Gable  ;0;6;180;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,25014E+12;COD  ;Abnorml;135000;2009/08/13 00:00:00.000;8;2009;1;0;3;744;TA;0;LwQ;Unf;864;No;0;TA;0;120;TA;Detchd;1994;2;TA;Unf;576;;;;
535455060;1954;64;6390;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Adjacent to feeder street     ;Normal;1Fam  ;1.5Unf;6;7;1954;984;0;0;Y;0;3;3;MetalSd;MetalSd;NA;984;3;1;3;0;45;6;0;None   ;0;Y;CompShg;Gable  ;0;4;0;FuseA;GdWo ;0;CBlock;Typ ;GasA ;1,21368E+12;WD   ;Normal ;112500;2008/06/17 00:00:00.000;6;2008;1;0;2;936;TA;0;Unf;Unf;936;No;1;TA;0;0;TA;Detchd;1954;1;TA;Unf;280;;;;
535455080;1954;59;7227;Pave;NA  ;Regular             ;HLS;AllPub;Corner ;Mod;North Ames         ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Unf;6;6;1954;832;0;0;Y;0;3;3;MetalSd;MetalSd;NA;832;2;1;2;0;45;6;0;None   ;0;Y;CompShg;Gable  ;0;4;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,21446E+12;WD   ;Normal ;105500;2008/06/26 00:00:00.000;6;2008;1;0;2;832;TA;0;Unf;Unf;832;No;0;TA;0;0;TA;Detchd;1962;2;TA;Unf;528;;;;
535455090;1954;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1.5Fin;6;5;1954;854;424;0;Y;0;3;3;MetalSd;MetalSd;NA;1278;4;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;FuseA;MnWw ;0;CBlock;Typ ;GasA ;1,20893E+12;WD   ;Normal ;127500;2008/04/23 00:00:00.000;4;2008;1;0;1;181;TA;0;Rec;Unf;854;No;0;TA;0;673;TA;Attchd;1954;1;TA;Unf;240;;;;
535455090;1954;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1.5Fin;6;5;1954;854;424;0;Y;0;3;3;MetalSd;MetalSd;NA;1278;4;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;FuseA;MnWw ;0;CBlock;Typ ;GasA ;1,20893E+12;WD   ;Normal ;127500;2008/04/23 00:00:00.000;4;2008;0;0;3;181;TA;0;Rec;Unf;854;No;0;TA;0;673;TA;Attchd;1954;1;TA;Unf;240;;;;
535456010;1960;75;8512;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Norm                          ;Normal;Duplex;1Story;5;5;1960;1556;0;0;Y;0;3;3;BrkFace;BrkFace;NA;1556;3;2;3;0;90;6;0;None   ;0;Y;CompShg;Hip    ;0;8;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,15786E+12;WD   ;Normal ;119000;2006/09/10 00:00:00.000;9;2006;2;0;4;1556;Fa;0;Unf;Unf;1556;No;0;TA;0;0;;;;;;;;;;;
535456020;1959;70;7945;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;6;1959;1150;0;0;Y;0;3;3;BrkFace;Wd Sdng;NA;1150;1;1;3;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;FuseA;NA   ;0;CBlock;Typ ;GasA ;1,14776E+12;WD   ;Normal ;141000;2006/05/16 00:00:00.000;5;2006;1;0;3;465;TA;0;ALQ;BLQ;1150;No;1;TA;506;179;TA;Attchd;1959;1;TA;RFn;300;;;;
535456050;1961;113;8513;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;Duplex;1Story;5;5;1961;1800;0;0;N;0;3;3;BrkFace;Wd Sdng;NA;1800;3;2;3;0;90;6;0;None   ;0;N;CompShg;Gable  ;0;10;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,22776E+12;WD   ;Abnorml;130000;2008/11/27 00:00:00.000;11;2008;2;0;6;1800;TA;0;Unf;Unf;1800;Av;0;TA;0;0;;;;;;;;;;;
535456070;1955;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1.5Fin;5;6;1967;1024;564;0;Y;0;2;3;MetalSd;MetalSd;NA;1588;2;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,20538E+12;WD   ;Normal ;150000;2008/03/13 00:00:00.000;3;2008;0;1;0;398;TA;0;GLQ;Unf;768;Mn;0;TA;0;370;TA;Detchd;1955;2;TA;Unf;480;;;;
535456070;1955;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1.5Fin;5;6;1967;1024;564;0;Y;0;2;3;MetalSd;MetalSd;NA;1588;2;1;3;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,20538E+12;WD   ;Normal ;150000;2008/03/13 00:00:00.000;3;2008;1;0;3;398;TA;0;GLQ;Unf;768;Mn;0;TA;0;370;TA;Detchd;1955;2;TA;Unf;480;;;;
535456100;1954;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;1954;825;0;0;Y;0;3;3;MetalSd;MetalSd;NA;825;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;4;0;FuseA;NA   ;0;CBlock;Typ ;GasA ;1,21688E+12;WD   ;Normal ;109500;2008/07/24 00:00:00.000;7;2008;1;0;2;825;TA;1;Unf;Unf;825;No;0;TA;0;0;TA;Attchd;1954;1;TA;Unf;350;;;;
535456110;1951;60;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;2000;900;0;0;Y;0;3;3;Wd Sdng;Wd Sdng;NA;900;3;1;2;0;20;6;0;None   ;32;Y;CompShg;Gable  ;0;5;222;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,2739E+12;WD   ;Normal ;134800;2010/05/15 00:00:00.000;5;2010;1;0;3;180;TA;1;BLQ;Rec;900;Mn;0;TA;486;234;TA;Detchd;2005;2;TA;Unf;576;;;;
535457010;1962;87;10000;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;6;6;1962;1116;0;0;Y;0;3;3;Wd Sdng;Wd Sdng;NA;1116;3;1;3;0;20;6;261;BrkFace;0;Y;CompShg;Hip    ;385;5;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,26707E+12;WD   ;Normal ;160000;2010/02/25 00:00:00.000;2;2010;1;1;3;1116;TA;0;Unf;Unf;1116;No;0;TA;0;0;TA;Attchd;1962;2;TA;Unf;440;;;;
535457020;1960;80;8000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;5;1960;1377;0;0;Y;0;3;3;BrkFace;BrkFace;TA;1377;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Hip    ;0;6;0;SBrkr;MnPrv;2;CBlock;Typ ;GasA ;1,19614E+12;WD   ;Normal ;156500;2007/11/27 00:00:00.000;11;2007;1;0;3;125;TA;0;BLQ;Rec;1377;No;1;TA;154;1098;TA;Attchd;1965;1;TA;Unf;351;;;;
535457040;1961;80;8000;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Adjacent to arterial street   ;Normal;Duplex;1Story;5;4;1961;1800;0;0;N;0;3;3;BrkFace;BrkFace;NA;1800;1;2;3;0;90;6;0;None   ;0;Y;CompShg;Gable  ;0;10;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,1843E+12;WD   ;Normal ;141000;2007/07/13 00:00:00.000;7;2007;2;0;6;1800;TA;0;Unf;Unf;1800;No;0;TA;0;0;;;;;;;;;;;
